ticker,ev_ebitda,pe,notes
AMD,131.20518004501125,98.41891794158553,
AVGO,80.47906634809777,133.3570564674468,
MRVL,351.5313490959667,46.360963885585534,
QCOM,16.759956253216675,17.66937702790396,
INTC,,,EV/EBITDA n/a; P/E n/a
