,min,mean,median,max
EV/EBITDA (LTM),17.488033047246297,45.47435134932542,47.56606460695523,69.27724313614493
EV/Revenue (LTM),2.5335018512818435,7.249224253154092,7.535890648950971,11.391613863432582
